Order Date,Purchase Price Per Unit,Quantity,Shipping Address State,Title,Q-demos-age,Q-demos-hispanic,Q-demos-race,Q-demos-education,Q-demos-income,Q-demos-gender,Q-sexual-orientation,Q-amazon-use-howmany,Q-amazon-use-hh-size,Q-amazon-use-how-oft,Q-substance-use-cigarettes,Q-substance-use-marijuana,Q-substance-use-alcohol,Q-personal-diabetes,Q-personal-wheelchair
2021-10-19,11.21,1.0,CA,"Nature's Bounty Hair, Skin & Nails Rapid Release Softgels, Argan-Infused Vitamin Supplement with Biotin and Hyaluronic Acid, Supports Hair, Skin, and Nail Health for Women, 150 Count",25 - 34 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),1 (just me!),3,Less than 5 times per month,No,No,No,No,No
2021-11-16,11.21,1.0,CA,"Nature's Bounty Hair, Skin & Nails Rapid Release Softgels, Argan-Infused Vitamin Supplement with Biotin and Hyaluronic Acid, Supports Hair, Skin, and Nail Health for Women, 150 Count",25 - 34 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),1 (just me!),3,Less than 5 times per month,No,No,No,No,No
2021-11-30,13.2,1.0,CA,"Nature's Way Alive! Women's 50+ Ultra Potency Multivitamin, High Potency B-Vitamins, Supports Immune Health*, 60 Tablets",25 - 34 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),1 (just me!),3,Less than 5 times per month,No,No,No,No,No
2021-12-13,8.99,1.0,CA,"Nature's Bounty Vitamin B12, Supports Energy Metabolism, Tablets, 1000mcg, 200 Ct",25 - 34 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),1 (just me!),3,Less than 5 times per month,No,No,No,No,No
2021-12-26,15.52,1.0,CA,"Nature's Way Alive! Max3 Potency Multivitamin, High Potency B-Vitamins, 60 Tablets",25 - 34 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),1 (just me!),3,Less than 5 times per month,No,No,No,No,No
2022-01-28,13.2,1.0,CA,"Nature's Way Alive! Women's 50+ Ultra Potency Multivitamin, High Potency B-Vitamins, Supports Immune Health*, 60 Tablets",25 - 34 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),1 (just me!),3,Less than 5 times per month,No,No,No,No,No
2022-02-02,13.2,1.0,CA,"Nature's Way Alive! Women's 50+ Ultra Potency Multivitamin, High Potency B-Vitamins, Supports Immune Health*, 60 Tablets",25 - 34 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),1 (just me!),3,Less than 5 times per month,No,No,No,No,No
2022-04-08,9.24,1.0,CA,"Nature’s Bounty Vitamin D3 1000 IU Softgels, Immune Support, Promotes Healthy Bones, 350 Ct",25 - 34 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),1 (just me!),3,Less than 5 times per month,No,No,No,No,No
2022-04-10,9.24,1.0,CA,"Nature’s Bounty Vitamin D3 1000 IU Softgels, Immune Support, Promotes Healthy Bones, 350 Ct",25 - 34 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),1 (just me!),3,Less than 5 times per month,No,No,No,No,No
2022-04-12,19.99,1.0,CA,"Vitamin K Triple Play (Vitamin K2 MK7 / Vitamin K2 MK4 / Vitamin K1) Full Spectrum Complex Vitamin K Supplement, 180 Capsules",25 - 34 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),1 (just me!),3,Less than 5 times per month,No,No,No,No,No
2022-06-01,13.2,1.0,CA,"Nature's Way Alive! Women's 50+ Ultra Potency Multivitamin, High Potency B-Vitamins, Supports Immune Health*, 60 Tablets",25 - 34 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),1 (just me!),3,Less than 5 times per month,No,No,No,No,No
2022-06-24,9.99,1.0,CA,"Nature's Bounty Hair, Skin & Nails Rapid Release Softgels, Argan-Infused Vitamin Supplement with Biotin and Hyaluronic Acid, Supports Hair, Skin, and Nail Health for Women, 150 Count",25 - 34 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),1 (just me!),3,Less than 5 times per month,No,No,No,No,No
2022-08-05,13.2,1.0,CA,"Nature's Way Alive! Women's 50+ Ultra Potency Multivitamin, High Potency B-Vitamins, Supports Immune Health*, 60 Tablets",25 - 34 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),1 (just me!),3,Less than 5 times per month,No,No,No,No,No
2022-08-06,13.2,1.0,CA,"Nature's Way Alive! Women's 50+ Ultra Potency Multivitamin, High Potency B-Vitamins, Supports Immune Health*, 60 Tablets",25 - 34 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),1 (just me!),3,Less than 5 times per month,No,No,No,No,No
2022-11-06,13.2,1.0,CA,"Nature's Way Alive! Women's 50+ Ultra Potency Multivitamin, High Potency B-Vitamins, Supports Immune Health*, 60 Tablets",25 - 34 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),1 (just me!),3,Less than 5 times per month,No,No,No,No,No
2022-11-27,10.0,1.0,NC,"Emergen-C Immune+ Elderberry Gummies, 750 mg Vitamin C with Vitamin D, Zinc and Electrolytes, Immune Support Dietary Supplement, Caffeine Free, Gluten Free, Elderberry Flavor - 45 Count",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),1 (just me!),3,More than 10 times per month,No,No,No,No,No
2020-04-26,25.95,1.0,WA,Vitamin D3 + Vitamin B12 | 2 Month Supply | Vitamin D & B12 Vitamin Supplements for Adults & Kids | Supports Bone Health | Promotes Energy Boost | Vegan | Non-GMO | Gluten Free | 60 Servings,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No
2020-05-14,19.99,1.0,WA,"NUTRAMIN Daily Vegan Keto Multivitamin Gummies Vitamin C, D2, and Zinc for Immunity, Plant-Based, Sugar-Free, Nut-Free, Gluten-Free, with Biotin, Vitamin A, B, B6, B12 & More 90 Count, 45 Day Supply",25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No
2020-06-15,22.05,1.0,WA,Vitamin D3 + Vitamin B12 | 2 Month Supply | Vitamin D & B12 Vitamin Supplements for Adults & Kids | Supports Bone Health | Promotes Energy Boost | Vegan | Non-GMO | Gluten Free | 60 Servings,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No
2020-06-28,19.99,1.0,WA,"NUTRAMIN Daily Vegan Keto Multivitamin Gummies Vitamin C, D2, and Zinc for Immunity, Plant-Based, Sugar-Free, Nut-Free, Gluten-Free, with Biotin, Vitamin A, B, B6, B12 & More 90 Count, 45 Day Supply",25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No
2020-08-04,16.99,1.0,WA,Biotin Gummies Hair Skin Nails Vitamins for Women | Ultimate Hair Growth Supplement with 5000mcg | 90 Count Strawberry Flavored Hair Vitamins for Faster Hair Growth | Gluten Free Vegan Beauty Gummies,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No
2020-08-27,29.95,1.0,WA,Vitamin D3 + Vitamin B12 | 2 Month Supply | Vitamin D & B12 Vitamin Supplements for Adults & Kids | Supports Bone Health | Promotes Energy Boost | Vegan | Non-GMO | Gluten Free | 60 Servings,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No
2020-08-31,19.99,1.0,WA,"NUTRAMIN Daily Vegan Keto Multivitamin Gummies Vitamin C, D2, and Zinc for Immunity, Plant-Based, Sugar-Free, Nut-Free, Gluten-Free, with Biotin, Vitamin A, B, B6, B12 & More 90 Count, 45 Day Supply",25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No
2020-10-14,29.95,1.0,WA,Vitamin D3 + Vitamin B12 | 2 Month Supply | Vitamin D & B12 Vitamin Supplements for Adults & Kids | Supports Bone Health | Promotes Energy Boost | Vegan | Non-GMO | Gluten Free | 60 Servings,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No
2020-10-20,19.99,1.0,WA,"NUTRAMIN Daily Vegan Keto Multivitamin Gummies Vitamin C, D2, and Zinc for Immunity, Plant-Based, Sugar-Free, Nut-Free, Gluten-Free, with Biotin, Vitamin A, B, B6, B12 & More 90 Count, 45 Day Supply",25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No
2020-12-01,19.95,1.0,WA,"NUTRAMIN Daily Vegan Keto Multivitamin Gummies Vitamin C, D2, and Zinc for Immunity, Plant-Based, Sugar-Free, Nut-Free, Gluten-Free, with Biotin, Vitamin A, B, B6, B12 & More 90 Count, 45 Day Supply",25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No
2021-01-19,29.95,1.0,WA,Vitamin D3 + Vitamin B12 | 2 Month Supply | Vitamin D & B12 Vitamin Supplements for Adults & Kids | Supports Bone Health | Promotes Energy Boost | Vegan | Non-GMO | Gluten Free | 60 Servings,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No
2021-03-23,29.95,1.0,WA,Vitamin D3 + Vitamin B12 | Sugar Free | 2 Month Supply | Vitamin D & B12 Vitamin Gummy Supplements for Adults & Kids | Supports Bone Health | Energy Boost | Vegan | Non-GMO | Gluten Free | 60 Servings,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No
2021-05-24,23.96,1.0,WA,Vitamin D3 + Vitamin B12 | Sugar Free | 2 Month Supply | Vitamin D & B12 Vitamin Gummy Supplements for Adults & Kids | Supports Bone Health | Energy Boost | Vegan | Non-GMO | Gluten Free | 60 Servings,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No
2021-07-28,21.67,1.0,WA,Vitamin D3 + Vitamin B12 | 2 Month Supply | Vitamin D & B12 Vitamin Supplements for Adults & Kids | Supports Bone Health | Promotes Energy Boost | Vegan | Non-GMO | Gluten Free | 60 Servings,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No
2021-09-27,29.95,1.0,WA,Vitamin D3 + Vitamin B12 | 2 Month Supply | Vitamin D & B12 Vitamin Supplements for Adults & Kids | Supports Bone Health | Promotes Energy Boost | Vegan | Non-GMO | Gluten Free | 60 Servings,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No
2021-12-03,26.95,1.0,WA,Vitamin D3 + Vitamin B12 | Sugar Free | 2 Month Supply | Vitamin D & B12 Vitamin Gummy Supplements for Adults & Kids | Supports Bone Health | Energy Boost | Vegan | Non-GMO | Gluten Free | 60 Servings,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No
2022-02-08,26.95,1.0,WA,Vitamin D3 + Vitamin B12 | Sugar Free | 2 Month Supply | Vitamin D & B12 Vitamin Gummy Supplements for Adults & Kids | Supports Bone Health | Energy Boost | Vegan | Non-GMO | Gluten Free | 60 Servings,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No
2022-04-18,16.99,1.0,WA,"Vitamin D3 + B12 Complex Gummies | 120 Count | Vegetarian, Non-GMO, and Gluten Free Formula | Natural Strawberry Flavor Supplement | by Carlyle",25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No
2022-08-19,16.99,1.0,WA,"Vitamin D3 + B12 Complex Gummies | 120 Count | Vegetarian, Non-GMO, and Gluten Free Formula | Natural Strawberry Flavor Supplement | by Carlyle",25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No
2022-11-04,9.99,1.0,WA,"Vitamin D3 + B12 Complex Gummies | 120 Count | Vegetarian, Non-GMO, and Gluten Free Formula | Natural Strawberry Flavor Supplement | by Carlyle",25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No
2023-01-02,8.99,1.0,WA,"Vitamin D3 + B12 Complex Gummies | 120 Count | Vegetarian, Non-GMO, and Gluten Free Formula | Natural Strawberry Flavor Supplement | by Carlyle",25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No
2020-04-07,28.69,1.0,NH,"Solgar Citrus Bioflavonoid Complex 1000 mg, 250 Tablets - Antioxidant Support - Promotes Optimal Health - Non-GMO, Vegan, Gluten Free, Dairy Free, Kosher - 250 Servings",55 - 64 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),1 (just me!),4+,Less than 5 times per month,No,No,No,Yes,No
2020-05-10,22.34,1.0,NH,"Solgar Citrus Bioflavonoid Complex 1000 mg, 250 Tablets - Antioxidant Support - Promotes Optimal Health - Non-GMO, Vegan, Gluten Free, Dairy Free, Kosher - 250 Servings",55 - 64 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),1 (just me!),4+,Less than 5 times per month,No,No,No,Yes,No
2020-07-29,22.34,1.0,NH,"Solgar Citrus Bioflavonoid Complex 1000 mg, 250 Tablets - Antioxidant Support - Promotes Optimal Health - Non-GMO, Vegan, Gluten Free, Dairy Free, Kosher - 250 Servings",55 - 64 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),1 (just me!),4+,Less than 5 times per month,No,No,No,Yes,No
2021-03-18,7.27,1.0,AL,"Prelief Acid Reducer Caplets Dietary Supplement, 60 Count",25 - 34 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,LGBTQ+,1 (just me!),3,Less than 5 times per month,No,No,No,No,No
2021-02-07,5.57,1.0,LA,"Sundown Vitamin B-12 Complex Sublingual Liquid, 2 Ounces",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),2,3,Less than 5 times per month,Yes,No,Yes,No,No
2021-05-24,9.99,1.0,LA,"Biotin 10000mcg | 250 Fast Dissolve Tablets | Max Strength | Vegetarian, Non-GMO, Gluten Free Supplement | by Carlyle",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),2,3,Less than 5 times per month,Yes,No,Yes,No,No
2022-02-25,23.95,1.0,NJ,"Micro Ingredients Pure Acerola Cherry Powder Organic, Natural Organic Vitamin C for Immune System Booster, 8 Ounce, Best Superfoods for Beverage, Smoothie and Drinks, Vegan Friendly, Brazil Origin",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),1 (just me!),3,5 - 10 times per month,No,No,No,No,No
2022-07-20,23.95,1.0,NJ,"Micro Ingredients Pure Acerola Cherry Powder Organic, Natural Organic Vitamin C for Immune System Booster, 8 Ounce, Best Superfoods for Beverage, Smoothie and Drinks, Vegan Friendly, Brazil Origin",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),1 (just me!),3,5 - 10 times per month,No,No,No,No,No
2018-11-28,9.55,1.0,IL,"Airborne 1000mg Vitamin C with Zinc, SUGAR FREE Effervescent Tablets, Immune Support Supplement with Powerful Antioxidants Vitamins A C & E - 30 Fizzy Drink Tablets, Very Berry Flavor",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No
2019-07-15,14.97,1.0,IL,"One A Day Men’s Multivitamin, Supplement Tablet with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B12, Calcium & more, 200 count",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No
2021-01-15,14.95,1.0,IL,"Sports Research Biotin Supplement with Organic Coconut Oil, 5,000mcg, 120 Veggie Softgel Caps",35 - 44 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),2,4+,Less than 5 times per month,No,Yes,No,No,No
2021-01-22,9.13,1.0,IL,"Nature's Bounty Vitamin D for Immune Support and Promotes Healthy Bones, 10000IU, Softgels, Multi-Color, 10,000 IU, 72 Count (Pack of 1)",35 - 44 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),2,4+,Less than 5 times per month,No,Yes,No,No,No
2021-02-28,13.64,1.0,IL,"Nature’s Bounty Vitamin D3, Immune Support, 125 mcg (5000iu), Rapid Release Softgels, 240 Ct",35 - 44 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),2,4+,Less than 5 times per month,No,Yes,No,No,No
2020-07-01,11.97,1.0,AR,"One A Day Women’s Natural Fruit Bites Multivitamin with Immune Health Support*, 60 Count (1 month supply), Gluten Free Vitamins for Women with Vitamin A, Vitamin D, Vitamin E, B6, B12, Biotin & more",25 - 34 years,No,Black or African American,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,1 (just me!),1 (just me!),5 - 10 times per month,No,I stopped in the recent past,I stopped in the recent past,No,No
2020-11-21,10.99,1.0,AR,"Vitafusion Extra Strength Vitamin B12 Gummy Vitamins for Energy Metabolism Support and Nervous System Health Support, Cherry Flavored, America’s Number 1 Gummy Vitamin Brand, 45 Day Supply, 90 Count",25 - 34 years,No,Black or African American,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,1 (just me!),1 (just me!),5 - 10 times per month,No,I stopped in the recent past,I stopped in the recent past,No,No
2020-11-21,9.89,1.0,AR,"Vitafusion Power C Vitamin C Gummies for Immune Support, Orange Flavored, 282 mg Vitamin C, America’s Number 1 Gummy Vitamin Brand, 50 Day Supply, 150 Count",25 - 34 years,No,Black or African American,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,1 (just me!),1 (just me!),5 - 10 times per month,No,I stopped in the recent past,I stopped in the recent past,No,No
2019-04-20,11.97,1.0,OK,"ONE A DAY Kids Trolls Multivitamin Gummy Vitamins A, B6, B12, C, D, and E, Zinc, Folic Acid and Biotin (Packaging May Vary), Trolls, 180 Count",25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,LGBTQ+,1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No
2020-02-26,11.97,1.0,OK,"ONE A DAY Kids Trolls Multivitamin Gummy Vitamins A, B6, B12, C, D, and E, Zinc, Folic Acid and Biotin (Packaging May Vary), Trolls, 180 Count",25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,LGBTQ+,1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No
2019-06-17,12.49,1.0,,"Nutricost Biotin (Vitamin B7) 10,000mcg (10mg) Vitamin Supplement, 240 Capsules - Vegetarian, Gluten Free, Quick Release, Non-GMO",35 - 44 years,No,"White or Caucasian,Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999",Female,prefer not to say,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No
2020-06-15,60.0,1.0,,"New Triple Vitamin Dip Liquid Set for Your Choice (Set of 6: Step 1,2,3,4,5,& 6)",35 - 44 years,No,"White or Caucasian,Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999",Female,prefer not to say,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No
2019-06-19,4.99,1.0,NJ,"365 by Whole Foods Market, Folic Acid 800MCG, 100 Tablets",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),1 (just me!),4+,Less than 5 times per month,No,No,No,No,No
2020-08-10,10.99,1.0,NJ,"Amazon Brand - Revly Vitamin D3, 2000 IU per Serving (2 Gummies), 80 Gummies, Supports Strong Bones and Immune Health, Vegetarian, Organic",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),1 (just me!),4+,Less than 5 times per month,No,No,No,No,No
2021-07-27,30.23,1.0,NJ,"Swanson Brewer's Yeast - B Complex Vitamin Formula (500mg, 500 Tablets) 2 Pack",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),1 (just me!),4+,Less than 5 times per month,No,No,No,No,No
2022-05-26,8.68,1.0,NJ,"Enfamil Baby Vitamins Enfamil Poly-Vi-Sol 8 Multi-Vitamins & Iron Supplement Drops for Infants & Toddlers, Supports Growth & Development, 50 mL Dropper Bottle (Packaging May Vary)",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),1 (just me!),4+,Less than 5 times per month,No,No,No,No,No
2018-04-08,25.76,1.0,CA,"Prenatal Gummies Multivitamin with Vitamin D3, B6, B12, C & Folate for Healthy Fetal Development – Garden of Life mykind Organics – Organic, Non-GMO, Gluten-Free, Vegan, Berry Flavor, 30 Day Supply",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,Yes,No,No
2018-04-18,27.94,1.0,CA,"Garden of Life Prenatal Vitamin: Folate for Energy & Healthy Fetal Development, Non-constipating Iron, Vitamin C, B6, B12, D3 – mykind Organics – Organic, Non-GMO, Gluten-Free, Vegan, 30 Day Supply",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,Yes,No,No
2018-05-25,27.94,1.0,MD,"Garden of Life Prenatal Vitamin: Folate for Energy & Healthy Fetal Development, Non-constipating Iron, Vitamin C, B6, B12, D3 – mykind Organics – Organic, Non-GMO, Gluten-Free, Vegan, 30 Day Supply",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,Yes,No,No
2018-07-01,27.94,1.0,CA,"Garden of Life Prenatal Vitamin: Folate for Energy & Healthy Fetal Development, Non-constipating Iron, Vitamin C, B6, B12, D3 – mykind Organics – Organic, Non-GMO, Gluten-Free, Vegan, 30 Day Supply",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,Yes,No,No
2020-09-29,19.9,1.0,CA,"Garden of Life Prenatal Vitamin: Folate for Energy & Healthy Fetal Development, Non-constipating Iron, Vitamin C, B6, B12, D3 – mykind Organics – Organic, Non-GMO, Gluten-Free, Vegan, 30 Day Supply",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,Yes,No,No
2021-01-10,19.95,1.0,CA,"Vegan Prenatal + Probiotic - 59 Billion CFU by MaryRuth - Pregnancy Probiotics with Iron, Methylfolate & Prenatal Vitamins & Minerals to Help with Morning Sickness - 60 Count",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,Yes,No,No
2021-09-28,34.95,1.0,CA,"Global Healing Center Vegansafe B12, 2500 mcg Organic Sublingual Liquid Vitamin B12 Drops | 2-in-1 Methylcobalamin & Adenosylcobalamin Blend for Energy, Mood, and Heart Health, 60-Day Supply (2 Fl Oz)",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,Yes,No,No
2019-12-06,17.5,1.0,FL,"BeLive Iron Gummies with Vitamin C, A, B Complex, & Folate - Multivitamins for Adults & Children - Delicious with No After Taste, Vegan - Grape Flavor",25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),1 (just me!),2,Less than 5 times per month,No,No,No,No,No
2018-01-05,12.39,1.0,PA,Jarrow Formulas Inositol - 8 oz Powder - Liver Support - Useful for Nerve Functioning & Fat Metabolism - 378 Servings,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No
2018-01-24,14.23,1.0,PA,"Nature's Bounty Natural Vitamin B12, 1000mcg Tablets, 100 Count, Pack of 3",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No
2018-10-31,21.99,1.0,PA,"Best Naturals Pure inositol Powder (Vitamin B8), 1 Lb Supports Healthy Liver Function, Promotes Cellular Detoxification & Supports Membrane Function",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No
2018-11-04,20.08,1.0,PA,"Now Foods Vitamin D3 5,000 IU, 240 softgels (Pack of 2)",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No
2018-12-20,14.07,2.0,PA,"Nature Made Vitamin D3 2000 IU (50 mcg), Dietary Supplement for Bone, Teeth, Muscle and Immune Health Support, 250 Softgels, 250 Day Supply",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No
