Order Date,Purchase Price Per Unit,Quantity,Shipping Address State,Title,Q-demos-age,Q-demos-hispanic,Q-demos-race,Q-demos-education,Q-demos-income,Q-demos-gender,Q-sexual-orientation,Q-amazon-use-howmany,Q-amazon-use-hh-size,Q-amazon-use-how-oft,Q-substance-use-cigarettes,Q-substance-use-marijuana,Q-substance-use-alcohol,Q-personal-diabetes,Q-personal-wheelchair,Vitamins Found,Vitamin A,Vitamin C,Vitamin D,Vitamin E,Vitamin K,B1,B2,B3,B6,B12,B5,B7,B9,Multivitamin,Vitamins List,Vitamin Count
2018-03-06,4.63,1.0,NY,"NOW Supplements, Vitamin B-2 (Riboflavin) 100 mg, Energy Production*, 100 Veg Capsules",45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),3,4+,Less than 5 times per month,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
2021-08-14,14.99,1.0,NY,"One A Day Women's Menopause Multivitamin with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support",35 - 44 years,Yes,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),1 (just me!),2,Less than 5 times per month,No,No,No,Yes,Yes,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, Multivitamin",1,1,1,1,0,0,0,0,0,0,0,0,0,1,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, Multivitamin",5
2023-01-07,12.0,1.0,NY,"Emergen-C Immune+ Elderberry Gummies, 750 mg Vitamin C with Vitamin D, Zinc and Electrolytes, Immune Support Dietary Supplement, Caffeine Free, Gluten Free, Elderberry Flavor - 45 Count",35 - 44 years,Yes,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),1 (just me!),2,Less than 5 times per month,No,No,No,Yes,Yes,"Vitamin C, Vitamin D",0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Vitamin C, Vitamin D",2
2022-12-07,9.97,1.0,NY,"Bronson Vitamin K2 D3 (MK7) Supplement Non-GMO Formula 5000IU (125 mcg) Vitamin D3 & 90 mcg Vitamin K2 MK-7 Easy to Swallow Vitamin D & K Complex, 120 Tablets",65 and older,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Male,heterosexual (straight),1 (just me!),2,5 - 10 times per month,No,No,No,No,No,"Vitamin D, Vitamin K",0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Vitamin D, Vitamin K",2
2022-05-04,14.97,1.0,TX,"One A Day Men’s Multivitamin, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B12, Calcium & more, 200 count",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,Yes,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, B1, B12, Multivitamin",1,1,1,1,0,1,0,0,0,1,0,0,0,1,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, B1, B12, Multivitamin",7
2021-03-18,12.42,1.0,FL,"OLLY Women's Multivitamin Gummy, Overall Health and Immune Support, Vitamins A, D, C, E, Biotin, Folic Acid, Adult Chewable Vitamin, Berry, 45 Day Supply - 90 Count (Pack of 1)",25 - 34 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),2,4+,Less than 5 times per month,No,No,No,Yes,No,"Multivitamin, B7",0,0,0,0,0,0,0,0,0,0,0,1,0,1,"B7, Multivitamin",2
2019-01-20,4.73,1.0,TX,"Nature's Way Niacinamide, Supports Cellular Energy*, 500mg per Serving, 100 Capsules",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,LGBTQ+,1 (just me!),1 (just me!),5 - 10 times per month,No,No,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
2019-03-26,4.91,1.0,TX,"Nature's Way Niacinamide, Supports Cellular Energy*, 500mg per Serving, 100 Capsules",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,LGBTQ+,1 (just me!),1 (just me!),5 - 10 times per month,No,No,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
2020-01-04,5.99,1.0,TX,"Nature's Way Niacinamide, Supports Cellular Energy*, 500mg per Serving, 100 Capsules",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,LGBTQ+,1 (just me!),1 (just me!),5 - 10 times per month,No,No,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
2021-01-08,20.99,1.0,TX,Amazing Formulas Quercetin 500mg 120 Veggie Capsules Supplement - Non-GMO - Gluten Free - Supports Overall Health & Well Being,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,LGBTQ+,1 (just me!),1 (just me!),5 - 10 times per month,No,No,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
2019-02-02,14.37,1.0,TX,"Kirkland Signature Vitamin E 400 I.U. 500 Softgels, Bottle, Yellow",45 - 54 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Male,LGBTQ+,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,Vitamin E,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Vitamin E,1
2020-11-08,7.49,1.0,TX,"Natrol Biotin Beauty Tablets, Promotes Healthy Hair, Skin and Nails, Helps Support Energy Metabolism, Helps Convert Food Into Energy, 10,000mcg, 60Count, Strawberry",45 - 54 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),2,2,Less than 5 times per month,No,Yes,Yes,No,No,B7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B7,1
2020-11-09,15.75,1.0,TX,SSS Tonic Liquid 20 OZ,45 - 54 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),2,2,Less than 5 times per month,No,Yes,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
2021-01-14,16.73,1.0,TX,SSS Tonic Liquid 20 OZ,45 - 54 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),2,2,Less than 5 times per month,No,Yes,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
2021-03-25,10.31,1.0,TX,"Natrol Melatonin Advanced Sleep Tablets with Vitamin B6, Helps You Fall Asleep Faster, Stay Asleep Longer, 2-Layer Controlled Release, 100% Drug-Free, Maximum Strength, 10mg, 100 Count",45 - 54 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),2,2,Less than 5 times per month,No,Yes,Yes,No,No,B6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B6,1
2021-07-15,16.27,1.0,TX,SSS Tonic Liquid 20 OZ,45 - 54 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),2,2,Less than 5 times per month,No,Yes,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
2019-04-19,23.95,1.0,CA,Vegan Vitamin C Gummies by MaryRuth's | 2 Month Supply | Great Tasting Plant-Based Formula Supports Immune Function & Overall Health for Adults & Kids | Non-GMO with 125 mg of Vitamin C Per Gummy,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),4+,More than 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2019-05-08,27.48,1.0,CA,"Hair Growth Vitamins (Clinically Proven Ingredients) Award Winning Keratin, Biotin and More, Proven Hair Vitamins for Faster Healthier Hair Growth - Hair Maintenance Supplement for Women & Men",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),4+,More than 10 times per month,No,No,No,No,No,B7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B7,1
2019-05-10,14.5,1.0,CA,Multivitamin Gummies for Women Men and Kids Packed with Daily Vitamins & Minerals for Optimal Healthy Bodies,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),4+,More than 10 times per month,No,No,No,No,No,Multivitamin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Multivitamin,1
2019-05-11,23.95,1.0,CA,Vitamin B12 Spray | USDA Organic Vitamin B12 Liquid Spray | B12 Vitamin Supplement Liquid for Nerve Function | Liquid Vitamin B12 for Energy Support | Vegan | Non-GMO | Gluten Free | 1 Fl Oz,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),4+,More than 10 times per month,No,No,No,No,No,"B1, B12",0,0,0,0,0,1,0,0,0,1,0,0,0,0,"B1, B12",2
2019-09-09,19.95,1.0,CA,"Vitamin B Complex – 5-MTHF Folate with B1, B2, B5, B6, Methyl B12, Niacin, Biotin – Wide Range of Benefits for Stress, Heart Health, Nervous System Support, Healthy Brain Function",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),4+,More than 10 times per month,No,No,No,No,No,"B1, B2, B6, B12, B5, B7, B9",0,0,0,0,0,1,1,0,1,1,1,1,1,0,"B1, B2, B6, B12, B5, B7, B9",7
2019-11-05,16.61,1.0,CA,"Nature's Bounty Happy Smile Beauty Multivitamins, with Vitamin D for Immune Support & Coq10 for Support of Healthy Teeth & Gums*, 90 Softgels",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),4+,More than 10 times per month,No,No,No,No,No,"Vitamin D, Multivitamin",0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Vitamin D, Multivitamin",2
2019-12-13,29.95,1.0,CA,Vitamin D3 | Vitamin K2 | Vitamin D3 K2 Spray | K2 D3 Vitamin Liquid Supplement for Adults & Kids | Supplement for Calcium Absorption Strong Bones | Vegan | Non-GMO | Gluten Free | 1 Fl Oz,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),4+,More than 10 times per month,No,No,No,No,No,"Vitamin D, Vitamin K",0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Vitamin D, Vitamin K",2
2020-03-09,16.95,1.0,CA,Apple Cider Vinegar | 1 Month Supply | Apple Cider Vinegar Gummies for Adults and Kids | Supplements for Immune Support | Vegan | Non-GMO | Gluten Free | 30 Servings,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),4+,More than 10 times per month,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
2020-07-05,9.99,1.0,CA,"Nature's Bounty Happy Smile Beauty Multivitamins, with Vitamin D for Immune Support & Coq10 for Support of Healthy Teeth & Gums*, 90 Softgels",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),4+,More than 10 times per month,No,No,No,No,No,"Vitamin D, Multivitamin",0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Vitamin D, Multivitamin",2
2020-07-20,15.65,1.0,CA,"LxH Strawberry Biotin Gummy Vitamins | Biotin 5000mcg | Gluten Free, Non GMO & Vegan | Hair Skin and Nails Vitamins | Biotin Gummies with Coconut Oil | Hair Growth Vitamins for Women & Men 90 Count",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),4+,More than 10 times per month,No,No,No,No,No,B7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B7,1
2021-03-14,18.88,1.0,CA,"LxH Biotin Fat Burner - Weight Loss Metabolism Booster Appetite Suppressant - Detox & Cleanse with Apple Cider Vinegar, Green Tea Extract - Belly Fat Burner for Women, 60 Vegetarian Weight Loss Pills",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),4+,More than 10 times per month,No,No,No,No,No,B7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B7,1
2021-08-08,10.69,1.0,CA,"L'il Critters Gummy Vites Daily Kids Gummy multivitamin: Vitamins C, D3 and Zinc for Immune Support 190 ct (95-190 day supply), 5 delicious flavors from America’s number one Kids Gummy Vitamin Brand",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),4+,More than 10 times per month,No,No,No,No,No,Multivitamin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Multivitamin,1
2021-10-18,8.49,1.0,CA,"Zarbee's Complete Kids Multivitamin Gummies + Immune Support, Children Vitamins Gummy With Vitamin A, C, D3, E, B6, B12, Folic Acid & Total B-complex, 70 Count",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),4+,More than 10 times per month,No,No,No,No,No,"Vitamin A, B1, B6, B12, Multivitamin",1,0,0,0,0,1,0,0,1,1,0,0,0,1,"Vitamin A, B1, B6, B12, Multivitamin",5
2021-12-06,12.49,1.0,CA,"Sundown Kids Disney Frozen 2 Multivitamin Gummies, Vitamins A, C, D, E, Gluten-Free, Dairy-Free, Peanut-Free, 180 Count",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),4+,More than 10 times per month,No,No,No,No,No,Multivitamin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Multivitamin,1
2022-07-24,17.85,1.0,CA,"Amazon Brand - Solimo Kids' Multivitamin, 380 Gummies, 2 Gummies per Serving Count of 2 count (Pack of 1)",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),4+,More than 10 times per month,No,No,No,No,No,Multivitamin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Multivitamin,1
2022-11-26,19.99,1.0,CA,"OLLY Ultra Strength Goodbye Stress Softgels, GABA, Ashwagandha, L-Theanine and Lemon Balm, Stress Relief Supplement - 60 Count",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,1 (just me!),4+,More than 10 times per month,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
2022-09-30,16.24,1.0,CA,"Nature Made Vitamin E 180 mg (400 IU) dl-Alpha, Dietary Supplement for Antioxidant Support, 300 Softgels, 300 Day Supply",65 and older,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$25,000 - $49,999",Female,heterosexual (straight),1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,Vitamin E,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Vitamin E,1
2022-01-26,16.49,1.0,TX,"Smartypants Toddler Formula Daily Gummy Multivitamin: Vitamin C, D3, & Zinc For Immunity, Gluten Free, Omega 3 Fish Oil (DHA/EPA) , Vitamin B6, B12, 90 Count (30 Day Supply)",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Male,heterosexual (straight),2,4+,More than 10 times per month,No,No,No,No,No,"Vitamin C, B1, B6, B12, Multivitamin",0,1,0,0,0,1,0,0,1,1,0,0,0,1,"Vitamin C, B1, B6, B12, Multivitamin",5
2022-03-06,14.99,1.0,TX,"NatureWise Vitamin D3 5000iu (125 mcg) 1 Year Supply for Healthy Muscle Function, and Immune Support, Non-GMO, Gluten Free in Cold-Pressed Olive Oil, Packaging Vary ( Mini Softgel), 360 Count",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Male,heterosexual (straight),2,4+,More than 10 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vitamin D,1
2022-03-06,15.59,1.0,TX,"Amazon Brand - Solimo Vitamin C 250mg, 150 Gummies, 2 Gummies per Serving (Pack of 2)",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Male,heterosexual (straight),2,4+,More than 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2022-04-09,20.99,1.0,TX,"BariMelts B12 Plus, Dissolvable Bariatric Vitamins, Natural Cherry Flavor, 90 Fast Melting Tablets",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Male,heterosexual (straight),2,4+,More than 10 times per month,No,No,No,No,No,"B1, B12",0,0,0,0,0,1,0,0,0,1,0,0,0,0,"B1, B12",2
2022-04-17,18.49,1.0,TX,"Kirkland Vitamin C (500 mg), Tangy Orange, Chewable Tablets, 500 Count",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Male,heterosexual (straight),2,4+,More than 10 times per month,No,No,No,No,No,Vitamin C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin C,1
2019-06-30,4.9,1.0,CA,"Sundown Vitamin B-12, Cellular Energy Support, Vegetarian, Vegan-Friendly 1000 mcg, Non-GMO, Free of Gluten, Dairy, Artificial Flavors 120 Count (Pack of 1)",25 - 34 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),1 (just me!),3,Less than 5 times per month,I stopped in the recent past,I stopped in the recent past,I stopped in the recent past,No,No,B12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"B1, B12",2
2020-04-20,4.83,1.0,CA,"NOW Supplements, Vitamin D-3 1,000 IU, High Potency, Structural Support*, 180 Softgels",25 - 34 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),1 (just me!),3,Less than 5 times per month,I stopped in the recent past,I stopped in the recent past,I stopped in the recent past,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vitamin D,1
2018-06-14,14.5,1.0,FL,"ChildLife Essentials, Kids Liquid Multivitamin and Mineral Supplement - Liquid Vitamins for Kids, All-Natural, Gluten-Free, Non-GMO - Natural Orange & Mango Flavor, 8 Ounce Bottle",25 - 34 years,No,White or Caucasian,High school diploma or GED,"$100,000 - $149,999",Male,heterosexual (straight),2,4+,More than 10 times per month,No,No,I stopped in the recent past,No,No,"Vitamin A, Multivitamin",1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Vitamin A, Multivitamin",2
2018-07-09,9.24,2.0,FL,"ChildLife Essentials, Kids Liquid Multivitamin and Mineral Supplement - Liquid Vitamins for Kids, All-Natural, Gluten-Free, Non-GMO - Natural Orange & Mango Flavor, 8 Ounce Bottle",25 - 34 years,No,White or Caucasian,High school diploma or GED,"$100,000 - $149,999",Male,heterosexual (straight),2,4+,More than 10 times per month,No,No,I stopped in the recent past,No,No,"Vitamin A, Multivitamin",1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Vitamin A, Multivitamin",2
2019-04-26,9.69,1.0,FL,"Nature’s Bounty Biotin, Supports Healthy Hair, Skin and Nails, 10,000 mcg, Rapid Release Softgels, 120 Ct",25 - 34 years,No,White or Caucasian,High school diploma or GED,"$100,000 - $149,999",Male,heterosexual (straight),2,4+,More than 10 times per month,No,No,I stopped in the recent past,No,No,B7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B7,1
2020-05-05,14.29,1.0,FL,"Nature Made Prenatal with Folic Acid + DHA, Prenatal Vitamin and Mineral Supplement for Daily Nutritional Support, 110 Softgels, 110 Day Supply",25 - 34 years,No,White or Caucasian,High school diploma or GED,"$100,000 - $149,999",Male,heterosexual (straight),2,4+,More than 10 times per month,No,No,I stopped in the recent past,No,No,Vitamin A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Vitamin A,1
2020-06-27,8.99,1.0,FL,"Vitamin E Oil for Skin, Scars & Face by Kate Blanc Cosmetics. 28,000 IU. Vitamin E Skin Oil Reduce Appearance of Scars After Surgery, Wrinkles, Dark Spots, Acne. DIY Lip Gloss, Nail & Hair Care (1 oz)",25 - 34 years,No,White or Caucasian,High school diploma or GED,"$100,000 - $149,999",Male,heterosexual (straight),2,4+,More than 10 times per month,No,No,I stopped in the recent past,No,No,Vitamin E,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Vitamin E,1
2021-09-22,24.95,1.0,FL,"Premium Liquid Multivitamin For Kids | Sugar Free Kids Vitamins | 100% DV of 14 Vitamins for Kids | Multivitamin for Children Ages 4+ | Great Tasting, Non-GMO, Max 98% Absorption Rate- 16 oz, 32 Serv",25 - 34 years,No,White or Caucasian,High school diploma or GED,"$100,000 - $149,999",Male,heterosexual (straight),2,4+,More than 10 times per month,No,No,I stopped in the recent past,No,No,Multivitamin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Multivitamin,1
2021-10-23,10.0,1.0,FL,"NaturesPlus Animal Parade Children's Liquid Multivitamin - Tropical Berry Flavor - 8 fl oz - Whole Food Supplement - Vegetarian, Gluten Free - 16 Servings",25 - 34 years,No,White or Caucasian,High school diploma or GED,"$100,000 - $149,999",Male,heterosexual (straight),2,4+,More than 10 times per month,No,No,I stopped in the recent past,No,No,Multivitamin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Multivitamin,1
2022-04-19,16.9,1.0,CA,"Nature Made Maximum Strength Vitamin D3 10000 IU (250 mcg), Dietary Supplement for Bone, Teeth, Muscle and Immune Health Support, 60 Softgels, 60 Day Supply",18 - 24 years,No,Asian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),1 (just me!),4+,5 - 10 times per month,No,Yes,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vitamin D,1
2022-09-07,23.73,2.0,CA,"Vitafusion MultiVites Gummies Vitamins for Adults Berry, Peach and Orange - 150 ct, Pack of 2",25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),1 (just me!),2,5 - 10 times per month,I stopped in the recent past,I stopped in the recent past,Yes,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
2021-08-07,9.88,2.0,CA,"Vitafusion Vitamin D3 Gummy Vitamins, 50mcg per serving, Immune System Support*, Delicious Peach and Berry Flavors, 150 ct (75 day supply)",18 - 24 years,No,Asian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vitamin D,1
2022-06-11,10.74,1.0,CA,"Nature Made Vitamin D3 2000 IU (50 mcg), Dietary Supplement for Immune Health Support, 150 Gummies, 75 Day Supply",18 - 24 years,No,Asian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vitamin D,1
2018-06-15,11.68,1.0,CA,"Jarrow Formulas Extra Strength Methyl B-12 & Methyl Folate - 100 Chewable Tablets, Lemon Flavored - Bioactive Vitamin B12 & B9 - Cellular Energy and Cardiovascular Support (Packaging May Vary)",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Male,heterosexual (straight),2,4+,More than 10 times per month,Yes,Yes,No,No,No,"B1, B12, B9, B9, B12",0,0,0,0,0,1,0,0,0,1,0,0,1,0,"B1, B12, B9",3
2018-12-06,19.99,1.0,CA,"The Honest Company Love the Bump Prenatal Once Daily Supplement | NSF-Certified, Non-GMO | 30 Count Tablets",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Male,heterosexual (straight),2,4+,More than 10 times per month,Yes,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
2019-03-17,16.99,1.0,CA,"SmartyPants Prenatal Formula Daily Gummy Multivitamin: Vitamin C, D3, & Zinc for Immunity, Gluten Free, Folate, Omega 3 Fish Oil (DHA/EPA), 120 Count (30 Day Supply)",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Male,heterosexual (straight),2,4+,More than 10 times per month,Yes,Yes,No,No,No,"Vitamin C, Multivitamin, B9",0,1,0,0,0,0,0,0,0,0,0,0,1,1,"Vitamin C, B9, Multivitamin",3
2023-03-21,12.66,1.0,CA,"vitafusion Extra Strength Biotin Gummy Vitamins, Blueberry Flavored Biotin Vitamins for Hair, Skin and Nails, 100 Count",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Male,heterosexual (straight),2,4+,More than 10 times per month,Yes,Yes,No,No,No,B7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B7,1
2018-10-02,11.63,2.0,CA,"NatureWise Vitamin D3 5000iu (125 mcg) 1 Year Supply for Healthy Muscle Function, and Immune Support, Non-GMO, Gluten Free in Cold-Pressed Olive Oil, Packaging Vary ( Mini Softgel), 360 Count",18 - 24 years,No,"White or Caucasian,Black or African American,Asian",Bachelor's degree,"$150,000 or more",Female,prefer not to say,3,4+,More than 10 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vitamin D,1
2020-03-30,12.95,1.0,CA,"Nutricost Niacin (Vitamin B3) 500mg, 240 Capsules - with Flushing, Non-GMO, Gluten Free",18 - 24 years,No,"White or Caucasian,Black or African American,Asian",Bachelor's degree,"$150,000 or more",Female,prefer not to say,3,4+,More than 10 times per month,No,No,No,No,No,B3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B3,1
2020-04-12,9.24,1.0,CA,"Doctor's Best Vitamin D3 5,000 IU for Healthy Bones, Teeth, Heart and Immune Support, Non-GMO, Gluten-Free, Soy Free, 360 Count (Pack of 1)",18 - 24 years,No,"White or Caucasian,Black or African American,Asian",Bachelor's degree,"$150,000 or more",Female,prefer not to say,3,4+,More than 10 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vitamin D,1
2020-06-01,13.49,1.0,CA,"Nutricost Biotin (Vitamin B7) 10,000mcg (10mg) Vitamin Supplement, 240 Capsules - Vegetarian, Gluten Free, Quick Release, Non-GMO",18 - 24 years,No,"White or Caucasian,Black or African American,Asian",Bachelor's degree,"$150,000 or more",Female,prefer not to say,3,4+,More than 10 times per month,No,No,No,No,No,"B7, B7",0,0,0,0,0,0,0,0,0,0,0,1,0,0,B7,1
2020-08-16,19.95,1.0,CA,"NATURELO One Daily Multivitamin for Women - Energy Support - Whole Food Supplement to Nourish Hair, Skin, Nails - Non-GMO - No Soy - Gluten Free - 60 Capsules | 2 Month Supply",18 - 24 years,No,"White or Caucasian,Black or African American,Asian",Bachelor's degree,"$150,000 or more",Female,prefer not to say,3,4+,More than 10 times per month,No,No,No,No,No,Multivitamin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Multivitamin,1
