Order Date,Purchase Price Per Unit,Quantity,Shipping Address State,Title,Q-demos-age,Q-demos-hispanic,Q-demos-race,Q-demos-education,Q-demos-income,Q-demos-gender,Q-sexual-orientation,Q-amazon-use-howmany,Q-amazon-use-hh-size,Q-amazon-use-how-oft,Q-substance-use-cigarettes,Q-substance-use-marijuana,Q-substance-use-alcohol,Q-personal-diabetes,Q-personal-wheelchair,Vitamins Found,Vitamin A,Vitamin C,Vitamin D,Vitamin E,Vitamin K,B1,B2,B3,B6,B12,B5,B7,B9,Multivitamin
2018-05-11,11.02,1.0,TX,"NOW Supplements, Vitamin D-3 5,000 IU, High Potency, Structural Support*, 240 Softgels",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-03-15,8.29,1.0,CA,"Doctor's Best Vitamin D3 2500IU with Vitashine D3, Non-GMO, Vegan, Gluten & Soy Free, Regulates Immune Function, Supports Healthy Bones, 60 Count",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,LGBTQ+,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-02-17,8.28,1.0,CA,"Doctor's Best Vitamin D3 2500IU with Vitashine D3, Non-GMO, Vegan, Gluten & Soy Free, Regulates Immune Function, Supports Healthy Bones, 60 Count",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,LGBTQ+,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-06-08,21.99,1.0,NJ,"Vitamin D3 5000 IU, Vitamin D3 Vegan , Citrus Flavored, Liquid Drops, Supports Immune and Bones, Organic Liquid Vitamin D Drops, 2oz Bottle with Dropper - Routine",45 - 54 years,No,Asian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),1 (just me!),3,5 - 10 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-06-24,16.49,1.0,FL,"True Recovery Vitamin D3 2000 IU for Immune Support - Vitamin D with Organic Coconut Oil - Natural, Vegetarian and Non-GMO - 120 Liquid Softgels",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Female,heterosexual (straight),1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-08-29,14.97,1.0,GA,"One A Day Men’s Multivitamin, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B12, Calcium & more, 200 count",25 - 34 years,No,"White or Caucasian,Black or African American",Bachelor's degree,"$50,000 - $74,999",Female,LGBTQ+,3,4+,5 - 10 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, B1, B12, Multivitamin",1,1,1,1,0,1,0,0,0,1,0,0,0,1
2022-01-28,10.47,1.0,GA,"Nature Made Vitamin D3 1000 IU (25 mcg), Dietary Supplement for Bone, Teeth, Muscle and Immune Health Support, 300 Softgels, 300 Day Supply",25 - 34 years,No,"White or Caucasian,Black or African American",Bachelor's degree,"$50,000 - $74,999",Female,LGBTQ+,3,4+,5 - 10 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-02-03,14.97,1.0,GA,"One A Day Women’s Multivitamin, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B12, Biotin, Calcium & More, 200 count",25 - 34 years,No,"White or Caucasian,Black or African American",Bachelor's degree,"$50,000 - $74,999",Female,LGBTQ+,3,4+,5 - 10 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, B1, B12, Multivitamin, B7",1,1,1,1,0,1,0,0,0,1,0,1,0,1
2022-08-16,7.99,1.0,GA,"One A Day Women’s Multivitamin, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B12, Biotin, Calcium & More, 100 count",25 - 34 years,No,"White or Caucasian,Black or African American",Bachelor's degree,"$50,000 - $74,999",Female,LGBTQ+,3,4+,5 - 10 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, B1, B12, Multivitamin, B7",1,1,1,1,0,1,0,0,0,1,0,1,0,1
2020-05-18,10.49,1.0,MN,"Nature Made Vitamin D3 1000 IU (25 mcg), Dietary Supplement for Bone, Teeth, Muscle and Immune Health Support, 300 Softgels, 300 Day Supply",25 - 34 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Male,heterosexual (straight),1 (just me!),2,Less than 5 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-11-03,10.48,1.0,MN,"One A Day Women’s Multivitamin, Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B12, Biotin, Calcium & More, 200 count",25 - 34 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Male,heterosexual (straight),1 (just me!),2,Less than 5 times per month,No,No,No,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, B1, B12, Multivitamin, B7",1,1,1,1,0,1,0,0,0,1,0,1,0,1
2021-03-07,6.44,1.0,,"Flintstones Chewable Kids Vitamins with Iron, Multivitamin for Kids & Toddlers with Vitamin D, Vitamin C & more, 60 Count (Pack of 1)",45 - 54 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),1 (just me!),1 (just me!),Less than 5 times per month,No,Yes,No,No,No,"Vitamin C, Vitamin D, Multivitamin",0,1,1,0,0,0,0,0,0,0,0,0,0,1
2018-09-04,13.5,1.0,CA,"Pure & Essential Daily Vegetarian Vitamin D3 2000iu, Cholecalciferol, 365 Small Tablets,1-A-Day 1-Year Supply, by Igennus",25 - 34 years,Yes,Other,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)",Prefer not to say,Female,LGBTQ+,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-02-27,14.99,1.0,MI,"NatureWise Vitamin D3 5000iu (125 mcg) 1 Year Supply for Healthy Muscle Function, and Immune Support, Non-GMO, Gluten Free in Cold-Pressed Olive Oil, Packaging Vary ( Mini Softgel), 360 Count",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Male,heterosexual (straight),1 (just me!),4+,5 - 10 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-12-02,10.99,1.0,IL,"Nature Made Women's Multivitamin Softgels with Vitamin D3 and Iron, 60 Count for Daily Nutritional Support",25 - 34 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,"Vitamin D, Multivitamin",0,0,1,0,0,0,0,0,0,0,0,0,0,1
2021-12-05,12.0,1.0,IL,"Nature Made Vitamin D3 2000 IU (50 mcg), Dietary Supplement for Bone, Teeth, Muscle and Immune Health Support, 250 Softgels, 250 Day Supply",25 - 34 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-09-22,14.95,1.0,PA,"Sports Research Vitamin D3 2000IU (50mcg) with Coconut Oil - High Potency Vitamin D for Immune & Bone Support - Non-GMO Verified, Gluten & Soy Free (360 Liquid Softgels)",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Female,heterosexual (straight),2,2,5 - 10 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-31,7.38,1.0,IL,"One A Day Women’s Petites Multivitamin,Supplement with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B Vitamins, Biotin, Folate (as folic acid) & more, 160 count",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),3,3,5 - 10 times per month,No,No,Yes,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, Multivitamin, B7, B9, B12",1,1,1,1,0,1,0,0,0,1,0,1,1,1
2020-11-03,13.49,1.0,CT,"Nature’s Bounty Vitamin D3, Immune Support, 125 mcg (5000iu), Rapid Release Softgels, 240 Ct",45 - 54 years,No,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Male,heterosexual (straight),3,4+,5 - 10 times per month,I stopped in the recent past,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-04-30,19.99,1.0,CT,"Vitamin B12 and Vitamin D3 5000 IU Gummies, 60 Count | Delicious Fruit Punch Flavor, Vitamin D Gummies and Methyl B12 Vitamins 5000 mcg for Energy and Immune Support for Adults",45 - 54 years,No,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Male,heterosexual (straight),3,4+,5 - 10 times per month,I stopped in the recent past,No,No,No,No,"Vitamin D, B1, B12",0,0,1,0,0,1,0,0,0,1,0,0,0,0
2021-07-31,9.99,1.0,CT,Vitamin D3 5000 IU | 500 Softgels | Value Size | Non-GMO and Gluten Free Supplement | High Potency Formula | 125mcg | by Carlyle,45 - 54 years,No,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Male,heterosexual (straight),3,4+,5 - 10 times per month,I stopped in the recent past,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-04-22,14.99,1.0,WI,"Centrum Whole Food Multivitamin for Men, With Vitamin C, Vitamin D, Zinc, Vegetarian + Gluten Free, 30 Day Supply -60 Capsules",35 - 44 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Male,heterosexual (straight),1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,"Vitamin C, Vitamin D, Multivitamin",0,1,1,0,0,0,0,0,0,0,0,0,0,1
2021-05-21,14.63,1.0,WI,"Centrum Whole Food Multivitamin for Men, With Vitamin C, Vitamin D, Zinc, Vegetarian + Gluten Free, 30 Day Supply -60 Capsules",35 - 44 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Male,heterosexual (straight),1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,"Vitamin C, Vitamin D, Multivitamin",0,1,1,0,0,0,0,0,0,0,0,0,0,1
2022-08-08,23.95,1.0,AL,Premium Inositol Supplement - Myo-Inositol and D-Chiro Inositol Powder Plus Folate and Vitamin D - Ideal 40:1 Ratio - Hormone Balance & Healthy Ovarian Support for Women - Vitamin B8 - 30 Day Supply,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,Yes,No,Yes,No,No,"Vitamin D, B9",0,0,1,0,0,0,0,0,0,0,0,0,1,0
2022-08-20,23.95,1.0,AL,Premium Inositol Supplement - Myo-Inositol and D-Chiro Inositol Powder Plus Folate and Vitamin D - Ideal 40:1 Ratio - Hormone Balance & Healthy Ovarian Support for Women - Vitamin B8 - 30 Day Supply,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,Yes,No,Yes,No,No,"Vitamin D, B9",0,0,1,0,0,0,0,0,0,0,0,0,1,0
2022-09-20,23.95,1.0,AL,Premium Inositol Supplement - Myo-Inositol and D-Chiro Inositol Powder Plus Folate and Vitamin D - Ideal 40:1 Ratio - Hormone Balance & Healthy Ovarian Support for Women - Vitamin B8 - 30 Day Supply,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,Yes,No,Yes,No,No,"Vitamin D, B9",0,0,1,0,0,0,0,0,0,0,0,0,1,0
2022-11-19,23.95,1.0,AL,Premium Inositol Supplement - Myo-Inositol and D-Chiro Inositol Powder Plus Folate and Vitamin D - Ideal 40:1 Ratio - Hormone Balance & Healthy Ovarian Support for Women - Vitamin B8 - 30 Day Supply,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,Yes,No,Yes,No,No,"Vitamin D, B9",0,0,1,0,0,0,0,0,0,0,0,0,1,0
2022-12-19,23.95,1.0,AL,Premium Inositol Supplement - Myo-Inositol and D-Chiro Inositol Powder Plus Folate and Vitamin D - Ideal 40:1 Ratio - Hormone Balance & Healthy Ovarian Support for Women - Vitamin B8 - 30 Day Supply,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),2,2,5 - 10 times per month,Yes,No,Yes,No,No,"Vitamin D, B9",0,0,1,0,0,0,0,0,0,0,0,0,1,0
2021-07-13,8.95,1.0,IL,"NOW Supplements, Vitamin D-3 2,000 IU, High Potency, Structural Support*, 240 Softgels",25 - 34 years,No,Asian,High school diploma or GED,Prefer not to say,Male,LGBTQ+,1 (just me!),3,Less than 5 times per month,No,No,No,Yes,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,10.99,1.0,TX,"NatureWise Vitamin D3 5000iu (125 mcg) Healthy Muscle Function, and Immune Support, Non-GMO, Gluten Free in Cold-Pressed Olive Oil, Packaging Vary ( Mini Softgel), 90 Count",25 - 34 years,No,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Female,heterosexual (straight),2,3,5 - 10 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-08-08,7.95,1.0,IL,"Vitamin D3 Gummies 2000 IU 50mcg Regular Strength VIT D Chewable, Supports Bone Health Support, Joint Muscle Health, Immune Support, for Men Woman & Kids, Berry Flavor, Vegetarian, Pectin Gummy Chews",35 - 44 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),2,2,Less than 5 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-11,16.99,1.0,IL,"Osteo Bi-Flex Triple Strength(5) with Vitamin D Glucosamine Chondroitin Joint Health Supplement, Coated Tablets, 80 Count",55 - 64 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-04-08,9.24,1.0,CA,"Nature’s Bounty Vitamin D3 1000 IU Softgels, Immune Support, Promotes Healthy Bones, 350 Ct",25 - 34 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),1 (just me!),3,Less than 5 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-04-10,9.24,1.0,CA,"Nature’s Bounty Vitamin D3 1000 IU Softgels, Immune Support, Promotes Healthy Bones, 350 Ct",25 - 34 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),1 (just me!),3,Less than 5 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-11-27,10.0,1.0,NC,"Emergen-C Immune+ Elderberry Gummies, 750 mg Vitamin C with Vitamin D, Zinc and Electrolytes, Immune Support Dietary Supplement, Caffeine Free, Gluten Free, Elderberry Flavor - 45 Count",25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),1 (just me!),3,More than 10 times per month,No,No,No,No,No,"Vitamin C, Vitamin D",0,1,1,0,0,0,0,0,0,0,0,0,0,0
2020-04-26,25.95,1.0,WA,Vitamin D3 + Vitamin B12 | 2 Month Supply | Vitamin D & B12 Vitamin Supplements for Adults & Kids | Supports Bone Health | Promotes Energy Boost | Vegan | Non-GMO | Gluten Free | 60 Servings,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No,"Vitamin D, B1, B12",0,0,1,0,0,1,0,0,0,1,0,0,0,0
2020-06-15,22.05,1.0,WA,Vitamin D3 + Vitamin B12 | 2 Month Supply | Vitamin D & B12 Vitamin Supplements for Adults & Kids | Supports Bone Health | Promotes Energy Boost | Vegan | Non-GMO | Gluten Free | 60 Servings,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No,"Vitamin D, B1, B12",0,0,1,0,0,1,0,0,0,1,0,0,0,0
2020-08-27,29.95,1.0,WA,Vitamin D3 + Vitamin B12 | 2 Month Supply | Vitamin D & B12 Vitamin Supplements for Adults & Kids | Supports Bone Health | Promotes Energy Boost | Vegan | Non-GMO | Gluten Free | 60 Servings,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No,"Vitamin D, B1, B12",0,0,1,0,0,1,0,0,0,1,0,0,0,0
2020-10-14,29.95,1.0,WA,Vitamin D3 + Vitamin B12 | 2 Month Supply | Vitamin D & B12 Vitamin Supplements for Adults & Kids | Supports Bone Health | Promotes Energy Boost | Vegan | Non-GMO | Gluten Free | 60 Servings,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No,"Vitamin D, B1, B12",0,0,1,0,0,1,0,0,0,1,0,0,0,0
2021-01-19,29.95,1.0,WA,Vitamin D3 + Vitamin B12 | 2 Month Supply | Vitamin D & B12 Vitamin Supplements for Adults & Kids | Supports Bone Health | Promotes Energy Boost | Vegan | Non-GMO | Gluten Free | 60 Servings,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No,"Vitamin D, B1, B12",0,0,1,0,0,1,0,0,0,1,0,0,0,0
2021-03-23,29.95,1.0,WA,Vitamin D3 + Vitamin B12 | Sugar Free | 2 Month Supply | Vitamin D & B12 Vitamin Gummy Supplements for Adults & Kids | Supports Bone Health | Energy Boost | Vegan | Non-GMO | Gluten Free | 60 Servings,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No,"Vitamin D, B1, B12",0,0,1,0,0,1,0,0,0,1,0,0,0,0
2021-05-24,23.96,1.0,WA,Vitamin D3 + Vitamin B12 | Sugar Free | 2 Month Supply | Vitamin D & B12 Vitamin Gummy Supplements for Adults & Kids | Supports Bone Health | Energy Boost | Vegan | Non-GMO | Gluten Free | 60 Servings,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No,"Vitamin D, B1, B12",0,0,1,0,0,1,0,0,0,1,0,0,0,0
2021-07-28,21.67,1.0,WA,Vitamin D3 + Vitamin B12 | 2 Month Supply | Vitamin D & B12 Vitamin Supplements for Adults & Kids | Supports Bone Health | Promotes Energy Boost | Vegan | Non-GMO | Gluten Free | 60 Servings,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No,"Vitamin D, B1, B12",0,0,1,0,0,1,0,0,0,1,0,0,0,0
2021-09-27,29.95,1.0,WA,Vitamin D3 + Vitamin B12 | 2 Month Supply | Vitamin D & B12 Vitamin Supplements for Adults & Kids | Supports Bone Health | Promotes Energy Boost | Vegan | Non-GMO | Gluten Free | 60 Servings,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No,"Vitamin D, B1, B12",0,0,1,0,0,1,0,0,0,1,0,0,0,0
2021-12-03,26.95,1.0,WA,Vitamin D3 + Vitamin B12 | Sugar Free | 2 Month Supply | Vitamin D & B12 Vitamin Gummy Supplements for Adults & Kids | Supports Bone Health | Energy Boost | Vegan | Non-GMO | Gluten Free | 60 Servings,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No,"Vitamin D, B1, B12",0,0,1,0,0,1,0,0,0,1,0,0,0,0
2022-02-08,26.95,1.0,WA,Vitamin D3 + Vitamin B12 | Sugar Free | 2 Month Supply | Vitamin D & B12 Vitamin Gummy Supplements for Adults & Kids | Supports Bone Health | Energy Boost | Vegan | Non-GMO | Gluten Free | 60 Servings,25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No,"Vitamin D, B1, B12",0,0,1,0,0,1,0,0,0,1,0,0,0,0
2022-04-18,16.99,1.0,WA,"Vitamin D3 + B12 Complex Gummies | 120 Count | Vegetarian, Non-GMO, and Gluten Free Formula | Natural Strawberry Flavor Supplement | by Carlyle",25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No,"Vitamin D, B1, B12",0,0,1,0,0,1,0,0,0,1,0,0,0,0
2022-08-19,16.99,1.0,WA,"Vitamin D3 + B12 Complex Gummies | 120 Count | Vegetarian, Non-GMO, and Gluten Free Formula | Natural Strawberry Flavor Supplement | by Carlyle",25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No,"Vitamin D, B1, B12",0,0,1,0,0,1,0,0,0,1,0,0,0,0
2022-11-04,9.99,1.0,WA,"Vitamin D3 + B12 Complex Gummies | 120 Count | Vegetarian, Non-GMO, and Gluten Free Formula | Natural Strawberry Flavor Supplement | by Carlyle",25 - 34 years,Yes,White or Caucasian,High school diploma or GED,Prefer not to say,Female,LGBTQ+,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No,"Vitamin D, B1, B12",0,0,1,0,0,1,0,0,0,1,0,0,0,0
2019-07-15,14.97,1.0,IL,"One A Day Men’s Multivitamin, Supplement Tablet with Vitamin A, Vitamin C, Vitamin D, Vitamin E and Zinc for Immune Health Support, B12, Calcium & more, 200 count",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, B1, B12, Multivitamin",1,1,1,1,0,1,0,0,0,1,0,0,0,1
2021-01-22,9.13,1.0,IL,"Nature's Bounty Vitamin D for Immune Support and Promotes Healthy Bones, 10000IU, Softgels, Multi-Color, 10,000 IU, 72 Count (Pack of 1)",35 - 44 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),2,4+,Less than 5 times per month,No,Yes,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,13.64,1.0,IL,"Nature’s Bounty Vitamin D3, Immune Support, 125 mcg (5000iu), Rapid Release Softgels, 240 Ct",35 - 44 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),2,4+,Less than 5 times per month,No,Yes,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-07-01,11.97,1.0,AR,"One A Day Women’s Natural Fruit Bites Multivitamin with Immune Health Support*, 60 Count (1 month supply), Gluten Free Vitamins for Women with Vitamin A, Vitamin D, Vitamin E, B6, B12, Biotin & more",25 - 34 years,No,Black or African American,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,1 (just me!),1 (just me!),5 - 10 times per month,No,I stopped in the recent past,I stopped in the recent past,No,No,"Vitamin A, Vitamin D, Vitamin E, B1, B6, B12, Multivitamin, B7",1,0,1,1,0,1,0,0,1,1,0,1,0,1
2020-06-15,60.0,1.0,,"New Triple Vitamin Dip Liquid Set for Your Choice (Set of 6: Step 1,2,3,4,5,& 6)",35 - 44 years,No,"White or Caucasian,Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999",Female,prefer not to say,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-08-10,10.99,1.0,NJ,"Amazon Brand - Revly Vitamin D3, 2000 IU per Serving (2 Gummies), 80 Gummies, Supports Strong Bones and Immune Health, Vegetarian, Organic",35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-04-08,25.76,1.0,CA,"Prenatal Gummies Multivitamin with Vitamin D3, B6, B12, C & Folate for Healthy Fetal Development – Garden of Life mykind Organics – Organic, Non-GMO, Gluten-Free, Vegan, Berry Flavor, 30 Day Supply",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Male,heterosexual (straight),2,4+,5 - 10 times per month,No,No,Yes,No,No,"Vitamin D, B1, B6, B12, Multivitamin, B9",0,0,1,0,0,1,0,0,1,1,0,0,1,1
2018-11-04,20.08,1.0,PA,"Now Foods Vitamin D3 5,000 IU, 240 softgels (Pack of 2)",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-12-20,14.07,2.0,PA,"Nature Made Vitamin D3 2000 IU (50 mcg), Dietary Supplement for Bone, Teeth, Muscle and Immune Health Support, 250 Softgels, 250 Day Supply",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-16,14.99,2.0,PA,"NatureWise Vitamin D3 5000iu (125 mcg) 1 Year Supply for Healthy Muscle Function, and Immune Support, Non-GMO, Gluten Free in Cold-Pressed Olive Oil, Packaging Vary ( Mini Softgel), 360 Count",35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,heterosexual (straight),2,4+,5 - 10 times per month,No,No,No,No,No,Vitamin D,0,0,1,0,0,0,0,0,0,0,0,0,0,0
